nbr_agents,max_distance_95_percentile
12,5.245376980550247
13,5.317869289835234
14,5.383716096991283
15,5.411447302012514
16,5.492910792752245
17,5.485435117280828
18,5.568110087850335
19,5.588095971754833
20,5.6103282054298145
21,5.682728193425465
22,5.6509165150593486
23,5.727250820470154
24,5.758716565571095
25,5.790368295364502
26,5.826730054529062
27,5.7892281237937375
28,5.844142542769697
29,5.893331667470877
