number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 109 (Moe Island, South Orkney Islands): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Moe Island (ASPA 109),"ASPA No. 109 - Moe Island, South Orkney Islands . Replaced by M2 (2022) | https://documents.ats.aq/recatt/att610_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 109 annexed to this Measure revoked by Measure 2 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/644?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M1.txt
M2,Measure,"Measure 2 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 110 (Lynch Island, South Orkney Islands): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Lynch Island (ASPA 110),"ASPA No. 110: Lynch Island, South Orkney Islands . Replaced by M3 (2022) | https://documents.ats.aq/recatt/att611_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 110 annexed to this Measure revoked by Measure 3 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/645?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M2.txt
M3,Measure,"Measure 3 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 111 (Southern Powell Island and adjacent islands, South Orkney Islands): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Powell Island (ASPA 111),"ASPA No. 111: Southern Powell Island and adjacent islands, South Orkney Islands . Replaced by M4 (2022) | https://documents.ats.aq/recatt/att612_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 111 annexed to this Measure revoked by Measure 4 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/646?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M3.txt
M4,Measure,"Measure 4 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 115 (Lagotellerie Island, Marguerite Bay, Graham Land): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Lagotellerie Island (ASPA 115),"ASPA No. 115: Lagotellerie Island, Marguerite Bay, Graham Land . Replaced by M6 (2022) | https://documents.ats.aq/recatt/att613_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 115 annexed to this Measure revoked by Measure 6 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/647?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M4.txt
M5,Measure,"Measure 5 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 129 (Rothera Point, Adelaide Island): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Rothera Point (ASPA 129),"ASPA No. 129: Rothera Point, Adelaide Island . Replaced by M12 (2022) | https://documents.ats.aq/recatt/att614_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 129 annexed to this Measure revoked by Measure 12 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/648?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M5.txt
M6,Measure,"Measure 6 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 140 (Parts of Deception Island, South Shetland Islands): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Deception Island (ASPA 140),"ASPA No. 140: Parts of Deception Island, South Shetland Islands . Replaced by M15 (2022) | https://documents.ats.aq/recatt/att615_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 140 annexed to this Measure revoked by Measure 15 (2022),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/649?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M6.txt
M7,Measure,"Measure 7 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Protected Area No 165 (Edmonson Point, Wood Bay, Ross Sea): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Edmonson Point (ASPA 165),"ASPA No. 165: Edmonson Point, Wood Bay, Ross Sea . Replaced by M14 (2023) | https://documents.ats.aq/recatt/att616_e.pdf",57,Management Plan for Antarctic Specially Protected Area No 165 annexed to this Measure revoked by Measure 14 (2023),,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/650?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M7.txt
M8,Measure,"Measure 8 (2017) - ATCM XL - CEP XX, Beijing","Antarctic Specially Managed Area No 5 (Amundsen-Scott South Pole Station, South Pole): Revised Management Plan",2017,ATCM XL - CEP XX,Effective,Effective 30/08/2017 (Fast Approval),Area protection and management,Amundsen Scott South Pole Station (ASMA 5),"ASMA No. 5:Amundsen-Scott South Pole Station, South Pole | https://documents.ats.aq/recatt/att617_e.pdf",57,,,Fast Approval: Entered into effect on 30 Aug 2017,https://www.ats.aq/devAS/Meetings/Measure/651?s=1&iframe=1&from=06/01/2017&to=06/01/2017&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2017/Measure_M8.txt
