number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 108 (Green Island, Berthelot Islands, Antarctic Peninsula): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Green Island (ASPA 108),"ASPA No 108 - Green Island, Berthelot Islands, Antarctic Peninsula . Replaced by M2 (2023) | https://documents.ats.aq/recatt/att631_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 108 annexed to this Measure revoked by Measure 2 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/667?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M1.txt
M2,Measure,"Measure 2 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 117 (Avian Island, Marguerite Bay, Antarctic Peninsula): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Avian Island (ASPA 117),"ASPA No 117 - Avian Island, Marguerite Bay, Antarctic Peninsula . Replaced by M3 (2023) | https://documents.ats.aq/recatt/att632_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 117 annexed to this Measure revoked by Measure 3 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/668?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M2.txt
M3,Measure,"Measure 3 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 132 (Potter Peninsula, King George Island (Isla 25 de Mayo), South Shetland Islands): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Potter Peninsula (ASPA 132),"ASPA No 132 - Potter Peninsula, King George Island (Isla 25 de Mayo), South Shetland Islands . Replaced by M6 (2023) | https://documents.ats.aq/recatt/att633_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 132 annexed to this Measure revoked by Measure 6 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/669?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M3.txt
M4,Measure,"Measure 4 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 147 (Ablation Valley and Ganymede Heights, Alexander Island): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Ablation Point (ASPA 147),"ASPA No 147 - Ablation Valley and Ganymede Heights, Alexander Island . Replaced by M11 (2023) | https://documents.ats.aq/recatt/att634_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 147 annexed to this Measure revoked by Measure 11 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/670?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M4.txt
M5,Measure,"Measure 5 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 170 (Marion Nunataks, Charcot Island, Antarctic Peninsula): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Marion Nunataks (ASPA 170),"ASPA No 170 - Marion Nunataks, Charcot Island, Antarctic Peninsula . Replaced by M16 (2023) | https://documents.ats.aq/recatt/att635_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 170 annexed to this Measure revoked by Measure 16 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/671?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M5.txt
M6,Measure,"Measure 6 (2018) - ATCM XLI - CEP XXI, Buenos Aires","Antarctic Specially Protected Area No 172 (Lower Taylor Glacier and Blood Falls, McMurdo Dry Valleys, Victoria Land): Revised Management Plan",2018,ATCM XLI - CEP XXI,Effective,Effective 16/08/2018 (Fast Approval),Area protection and management,Lower Taylor Glacier and Blood Falls (ASPA 172),"ASPA No 172 - Lower Taylor Glacier and Blood Falls, McMurdo Dry Valleys, Victoria Land . Replaced by M17 (2023) | https://documents.ats.aq/recatt/att636_e.pdf",103,Management Plan for Antarctic Specially Protected Area No 172 annexed to this Measure revoked by Measure 17 (2023),,Fast Approval: Entered into effect on 16 Aug 2018,https://www.ats.aq/devAS/Meetings/Measure/672?s=1&iframe=1&from=05/18/2018&to=05/18/2018&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2018/Measure_M6.txt
