meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,1,0,"Revised Management Plan for Antarctic Specially Protected Area No. 106 Cape Hallett, Northern Victoria Land, Ross Sea",CEP 9a,United States,https://documents.ats.aq/ATCM38/wp/ATCM38_wp001_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,2,0,"Revised Management Plan for Antarctic Specially Protected Area No. 119 Davis Valley and Forlidas Pond Dufek Massif, Pensacola Mountains",CEP 9a,United States,https://documents.ats.aq/ATCM38/wp/ATCM38_wp002_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,3,0,Revised Management Plan for Antarctic Specially Protected Area No. 152 Western Bransfield Strait,CEP 9a,United States,https://documents.ats.aq/ATCM38/wp/ATCM38_wp003_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,4,0,Revised Management Plan for Antarctic Specially Protected Area No. 153 Eastern Dallmann Bay,CEP 9a,United States,https://documents.ats.aq/ATCM38/wp/ATCM38_wp004_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,5,0,Five-Year Work Plan adopted at the 17th meeting of the Committee for Environmental Protection (CEP XVII),CEP 3,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp005_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,6,0,Proposed Joint CEP/SC-CAMLR Workshop (2016) on climate change and monitoring,CEP 5,United States | United Kingdom,https://documents.ats.aq/ATCM38/wp/ATCM38_wp006_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,7,0,"Referencing ATCM Measures, Decisions and Resolutions",ATCM 5,United Kingdom,https://documents.ats.aq/ATCM38/wp/ATCM38_wp007_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,8,0,"Updated Management Plan and maps for Antarctic Specially Managed Area No. 2 McMurdo Dry Valleys, Southern Victoria Land",CEP 9a,New Zealand | United States,https://documents.ats.aq/ATCM38/wp/ATCM38_wp008_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,9,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 103 Ardery Island and Odbert Island, Budd Coast, Wilkes Land, East Antarctica",CEP 9a,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp009_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,10,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 101 Taylor Rookery, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp010_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,11,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 164 Scullin and Murray Monoliths, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp011_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,12,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 102 Rookery Islands, Holme Bay, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp012_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,13,0,Initial report of the intersessional contact group established to review the Guidelines for Environmental Impact Assessment in Antarctica,CEP 8b,Australia | United Kingdom,https://documents.ats.aq/ATCM38/wp/ATCM38_wp013_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,14,0,Report of the intersessional contact group established to review information exchange requirements,ATCM 16 | CEP 4,Australia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp014_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,15,0,Subsidiary Group on Management Plans – Report on 2014/15 Intersessional Work,CEP 9a,Norway,https://documents.ats.aq/ATCM38/wp/ATCM38_wp015_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,16,0,The role of Antarctica in global climate processes,ATCM 13,United Kingdom | Norway,https://documents.ats.aq/ATCM38/wp/ATCM38_wp016_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,17,0,Proposal to add the Lame Dog Hut at the Bulgarian base St. Kliment Ohridski on Livingston Island to the List of Historic Sites and Monuments,CEP 9b,Bulgaria,https://documents.ats.aq/ATCM38/wp/ATCM38_wp017_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,18,0,Inspection of Yachts under the Antarctic Treaty and its Protocol on Environmental Protection,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM38/wp/ATCM38_wp018_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,19,1,General Recommendations from the Joint Inspections undertaken by the United Kingdom and the Czech Republic under Article VII of the Antarctic Treaty and Article 14 of the Environmental Protocol,ATCM 12 | CEP 12,United Kingdom | Czechia,https://documents.ats.aq/ATCM38/wp/ATCM38_wp019_rev1_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,20,0,"The concept of ""outstanding values"" in the marine environment under Annex V of the Protocol",CEP 9d,Belgium,https://documents.ats.aq/ATCM38/wp/ATCM38_wp020_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,21,0,Antarctic Environments Portal: Project completion and next steps,CEP 3,Australia | Belgium | New Zealand | Norway | SCAR,https://documents.ats.aq/ATCM38/wp/ATCM38_wp021_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,22,0,UAV Use in Antarctica – Risks and Benefits,ATCM 10 | CEP 8b,COMNAP,https://documents.ats.aq/ATCM38/wp/ATCM38_wp022_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,23,0,Ross Sea Heritage Restoration Project: A model for conserving heritage values in Antarctic Specially Protected Areas,CEP 9b,New Zealand,https://documents.ats.aq/ATCM38/wp/ATCM38_wp023_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,24,0,Adopting a Strategic Approach to Environmentally Managed Tourism and non-governmental activities in Antarctica,ATCM 11,New Zealand | United Kingdom | Netherlands | Norway,https://documents.ats.aq/ATCM38/wp/ATCM38_wp024_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,25,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 104 Sabrina Island, Balleny Islands",CEP 9a,New Zealand,https://documents.ats.aq/ATCM38/wp/ATCM38_wp025_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,26,0,"Revision of the Management Plans for Antarctic Specially Protected Areas (ASPAs) No.105, 155, 157, 158 and 159",CEP 9a,New Zealand,https://documents.ats.aq/ATCM38/wp/ATCM38_wp026_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,27,0,Wildlife Approach Distances in Antarctica,ATCM 13 | CEP 10c,SCAR,https://documents.ats.aq/ATCM38/wp/ATCM38_wp027_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,28,0,Revision of the CEP Non-native Species Manual (Edition 2011),CEP 10a,United Kingdom | France | New Zealand,https://documents.ats.aq/ATCM38/wp/ATCM38_wp028_e.doc
2015,ATCM,38,ATCM XXXVIII - CEP XVIII,wp,29,0,A suggested ASPA/ASMA prior assessment process,CEP 9e,Norway,https://documents.ats.aq/ATCM38/wp/ATCM38_wp029_e.doc
