meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
2007,ATCM,30,ATCM XXX - CEP X,wp,1,1,Document withdrawn,ATCM 13 | CEP 8(b),SCAR,https://documents.ats.aq/ATCM30/wp/ATCM30_wp001_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,2,0,Open-Ended Intersessional Contact Group on Review of Measures: Area Protection and Management,ATCM 5,United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp002_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,3,0,"Draft Management Plan for ASMA No. X: Amundsen-Scott South Pole Station, South Pole",CEP 7(a),United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp003_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,4,0,"Draft Comprehensive Environmental Evaluation of New Indian Research Base at Larsemann Hills, Antarctica",CEP 6(a),India,https://documents.ats.aq/ATCM30/wp/ATCM30_wp004_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,5,0,Draft Management Plan for ASMA No. X: Southwest Anvers Island and Palmer Basin,CEP 7(a),United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp005_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,6,0,Approaches to Tourism Policy – Next Steps,ATCM 11,United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp006_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,7,0,"Report of the CEP Observer to the Twenty-fifth meeting of the Scientific Committee to CCAMLR, 23 to 27 October 2006",CEP 14,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp007_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,8,0,"Larsemann Hills, East Antarctica. Antarctic Specially Managed Area Management Plan",CEP 7(a),Australia | China | India | Romania | Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp008_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,9,0,"Draft Antarctic Specially Protected Area (ASPA) Management Plan for Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica",CEP 7(a),Australia | China,https://documents.ats.aq/ATCM30/wp/ATCM30_wp009_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,10,0,Intersessional CEP Consideration of Draft Management Plans,CEP 3 | CEP 7(e),Australia,https://documents.ats.aq/ATCM30/wp/ATCM30_wp010_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,11,0,Review of Antarctic Specially Protected Area (ASPA) No. 130,CEP 7(a),New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp011_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,12,0,Systematic Environmental Protection in Antarctica: Final progress report on Environmental Domains Analysis for the Antarctic continent,CEP 7(d),New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp012_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,13,0,Environmental Impact of Tourism and Other Non-Governmental Activities in the Antarctic Treaty Area,ATCM 11,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp013_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,14,1,Tourist Vessels flagged to non Parties; Implications for the effectiveness of the Antarctic Treaty System,ATCM 11,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp014_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,15,0,A Five-Year Work plan for the CEP: Report of the Intersessional Contact Group,CEP 3,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp015_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,16,0,"Report of the Antarctic Treaty inspections undertaken jointly by Sweden, France and New Zealand in accordance with Article VII of the Antarctic Treaty and Article 14 of the Protocol on Environmental Protection to the Antarctic Treaty",ATCM 12 | CEP 10,Sweden | France | New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp016_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,17,0,On the concept of the Antarctic Marine Protected Areas,CEP 7(e),Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp017_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,18,0,Russian studies of acoustic influence on marine biota,CEP 8(c),Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp018_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,19,0,On review of Annex II to the Protocol on Environmental Protection to the Antarctic Treaty: Conservation of Antarctic Fauna and Flora,ATCM 5,Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp019_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,20,0,Peculiarities of conducting inspections of infrastructure facilities of the Antarctic Programs,ATCM 12,Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp020_e.doc
