meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,1,0,Revised Management Plan and maps for Antarctic Specially Managed Area No. 7 Southwest Anvers Island and Palmer Basin,CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp001_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,2,0,"Revised Management Plan for Antarctic Specially Protected Area No. 149. Cape Shirreff and San Telmo Island, Livingston Island, South Shetland Islands",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp002_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,3,0,"Revised Management Plan for Antarctic Specially Protected Area No. 122. Arrival Heights, Hut Point Peninsula, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp003_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,4,0,"Revised Management Plan for Antarctic Specially Protected Area No. 124. Cape Crozier, Ross Island",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp004_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,5,0,"Review of the Management Plans for Antarctic Specially Protected Areas (ASPAs) No. 113 Litchfield Island, Arthur Harbor, Palmer Archipelago, No. 119 Davis Valley and Forlidas Pond, Dufek Massif, and No. 139 Biscoe Point, Palmer Archipelago",CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp005_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,6,0,Revision and merger of the Management Plans for Antarctic Specially Protected Areas No. 152 Western Bransfield Strait and No. 153 Eastern Dallmann Bay,CEP 9a,United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp006_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,7,0,ATS webpages providing information on the Subsidiary Groups of the CEP,CEP 4,India | Norway | United Kingdom,https://documents.ats.aq/ATCM44/wp/ATCM44_wp007_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,8,1,Subsidiary Group on Management Plans Report of activities during the intersessional period 2021-2022,CEP 9a,India,https://documents.ats.aq/ATCM44/wp/ATCM44_wp008_rev1_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,9,0,Review of the scientific information contained in the EIES,ATCM 10,Spain,https://documents.ats.aq/ATCM44/wp/ATCM44_wp009_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,10,0,Antarctic Environments Portal,ATCM 11,SCAR,https://documents.ats.aq/ATCM44/wp/ATCM44_wp010_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,11,1,Further steps towards a structured sample and data collection of environmental contamination,CEP 11,Germany | Italy | Australia | United Kingdom | United States | Sweden,https://documents.ats.aq/ATCM44/wp/ATCM44_wp011_rev1_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,12,0,"Prior assessment of a proposed Antarctic Specially Protected Area at Otto-von-Gruber-Gebirge (Dronning Maud Land, East Antarctica)",CEP 9a,Germany | United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp012_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,13,0,Prior assessment of a proposed Antarctic Specially Protected Area at Danger Islands Archipelago (North-eastern Antarctic Peninsula),CEP 9a,Germany | United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp013_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,14,0,Do the Environmental Guidelines for operation of Remotely Piloted Air-craft Systems (RPAS) in Antarctica (v 1.1) need to be revised?,CEP 10c,Germany,https://documents.ats.aq/ATCM44/wp/ATCM44_wp014_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,15,0,"Proposal for a new Antarctic Specially Protected Area in parts of the Western Sør Rondane Mountains, Dronning Maud Land, East Antarctic",CEP 9a,Belgium,https://documents.ats.aq/ATCM44/wp/ATCM44_wp015_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,16,0,Review of progress in the implementation of the recommendations identified at the Joint CEP/SC-CAMLR Workshop on Climate Change and Monitoring (2016),CEP 7b,Argentina | Australia | France | United States,https://documents.ats.aq/ATCM44/wp/ATCM44_wp016_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,17,0,Additional COMNAP advice in regards to ATCM review of Resolution on Air Safety in Antarctica,ATCM 13,COMNAP,https://documents.ats.aq/ATCM44/wp/ATCM44_wp017_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,18,0,Report on emergency plans and implementation of natural disaster risk assessment at Antarctic stations,ATCM 13,COMNAP,https://documents.ats.aq/ATCM44/wp/ATCM44_wp018_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,19,0,"Revision of the Management Plan for Antarctic Specially Protected Area (ASPA) No. 164 Scullin and Murray Monoliths, Mac.Robertson Land",CEP 9a,Australia,https://documents.ats.aq/ATCM44/wp/ATCM44_wp019_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,20,0,Type localities in Antarctica,CEP 9e,Australia,https://documents.ats.aq/ATCM44/wp/ATCM44_wp020_e.docx
2022,ATCM,44,ATCM XLIV - CEP XXIV,wp,21,0,Communication of CEP science needs to researchers and national science funding agencies,CEP 13,Norway | United Kingdom,https://documents.ats.aq/ATCM44/wp/ATCM44_wp021_e.docx
