meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1991,ATCM,16,ATCM XVI,wp,1,0,Area protection and management in the Antarctic,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp001_e.pdf
1991,ATCM,16,ATCM XVI,wp,2,0,Tourism and other non-governmental activities in Antarctica and environmental protection,ATCM 14,France,https://documents.ats.aq/ATCM16/wp/ATCM16_wp002_e.pdf
1991,ATCM,16,ATCM XVI,wp,3,0,Inspections under the Antarctic Treaty,ATCM 8,Sweden,https://documents.ats.aq/ATCM16/wp/ATCM16_wp003_e.pdf
1991,ATCM,16,ATCM XVI,wp,4,0,International Antarctic scientific and logisitic cooperation,ATCM 13,Sweden,https://documents.ats.aq/ATCM16/wp/ATCM16_wp004_e.pdf
1991,ATCM,16,ATCM XVI,wp,5,0,Status of Antarctic Treaty recommendations,ATCM 5(a),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp005_e.pdf
1991,ATCM,16,ATCM XVI,wp,6,0,Sistema de zonas protegidas,ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp006_s.pdf
1991,ATCM,16,ATCM XVI,wp,8,0,Antarctic Treaty Secretariat,ATCM 7(a),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp008_e.pdf
1991,ATCM,16,ATCM XVI,wp,9,0,"Japanese proposal on the role of Antarctic science in understanding the global environment, including the depletion of the ozone layer",ATCM 12,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp009_e.pdf
1991,ATCM,16,ATCM XVI,wp,10,0,Non-paper,ATCM 7(a),Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp010_e.pdf
1991,ATCM,16,ATCM XVI,wp,11,0,Agenda of the XVIth Antarctic Treaty Consultative Meeting,ATCM 4,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp011_e.pdf
1991,ATCM,16,ATCM XVI,wp,12,0,"Draft recommendation: SPA Lions Rump, King George Island, South Shetland Islands",ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp012_e.pdf
1991,ATCM,16,ATCM XVI,wp,13,0,"Draft recommendation: SPA Cryptogram Ridge, Mount Melbourne, Victoria Land",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp013_e.pdf
1991,ATCM,16,ATCM XVI,wp,14,0,Draft recommendation: SPAs Forlidas Pond and Davis Valley Ponds,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp014_e.pdf
1991,ATCM,16,ATCM XVI,wp,15,0,"Draft recommendation on the re-designation of SSSI No.30, Avian Island, as a SPA, including proposed management plan",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp015_e.pdf
1991,ATCM,16,ATCM XVI,wp,16,0,"Draft recommendation, facilitation of scientific research: Sites of Special Scientific Interest: Interim guidelines",ATCM 12 | ATCM 13,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp016_e.pdf
1991,ATCM,16,ATCM XVI,wp,17,0,"Draft recommendation facilitation of scientific research. Proposed amendment of the Management Plan and extension of SSSI No 6, Byers Peninsula, Livingston Island, South Shetland Islands.",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp017_e.pdf
1991,ATCM,16,ATCM XVI,wp,18,0,Facilitation of scientific research: draft recommendation on new Marine SSSIs,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp018_e.pdf
1991,ATCM,16,ATCM XVI,wp,19,0,"Draft recommendation, SPAs: Revised descriptions and proposed Management Plans for SPAs no.s 8, 9, 13, 14, 15, 16, 18, 19.",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp019_e.pdf
1991,ATCM,16,ATCM XVI,wp,20,0,Draft recommendation. Facilitation of scientific research: SSSI: extension of designation,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp020_e.pdf
1991,ATCM,16,ATCM XVI,wp,21,0,Draft recommendation. Antarctic Protected Areas: Consideration of CCAMLR Ecosystem Monitoring Programme (CEMP) Sites as SSSI,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp021_e.pdf
1991,ATCM,16,ATCM XVI,wp,22,0,Proposed Specially Reserved Area and Multiple-Use Planning Area,ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp022_e.pdf
1991,ATCM,16,ATCM XVI,wp,23,0,Examination of Recommendations,ATCM 7(c),China,https://documents.ats.aq/ATCM16/wp/ATCM16_wp023_e.pdf
1991,ATCM,16,ATCM XVI,wp,24,0,Operation of the Antarctic System: review of recommendations,ATCM 7(c),Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp024_e.pdf
1991,ATCM,16,ATCM XVI,wp,25,0,Siting of stations,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp025_e.pdf
1991,ATCM,16,ATCM XVI,wp,26,0,An Antarctic international computer network for data exchange,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp026_e.pdf
1991,ATCM,16,ATCM XVI,wp,27,0,International cooperation on common projects,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp027_e.pdf
1991,ATCM,16,ATCM XVI,wp,28,0,Examination of recommendations,ATCM 7(c),Belgium,https://documents.ats.aq/ATCM16/wp/ATCM16_wp028_e.pdf
1991,ATCM,16,ATCM XVI,wp,29,0,Tourism and other activities in Antarctica,ATCM 14,Chile,https://documents.ats.aq/ATCM16/wp/ATCM16_wp029_e.pdf
1991,ATCM,16,ATCM XVI,wp,30,0,Draft recommendation: accessibility of Antarctic geophysical data,ATCM 7(b) | ATCM 7(d),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp030_e.pdf
1991,ATCM,16,ATCM XVI,wp,30,1,Draft recommendation: accessibility of Antarctic geophysical data,ATCM 7(b) | ATCM 7(d),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp030_rev1_e.pdf
1991,ATCM,16,ATCM XVI,wp,31,0,"Draft Proposal for a [Schedule, Appendix] OD Inquiry to the Protocol on the Protection of the Antarctic Environment and dependent and Associated Ecosystems",ATCM 9,Netherlands,https://documents.ats.aq/ATCM16/wp/ATCM16_wp031_e.pdf
1991,ATCM,16,ATCM XVI,wp,32,0,Exchange of Information,ATCM 7(d),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp032_e.pdf
1991,ATCM,16,ATCM XVI,wp,33,0,Draft outline of the rules and procedures relating to liability for damage to the Antarctic environment and dependent and associated ecosystems,ATCM 6,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp033_e.pdf
1991,ATCM,16,ATCM XVI,wp,34,0,Japanese Proposal on Tourism and Non-Governmental Expedition,ATCM 14,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp034_e.pdf
1991,ATCM,16,ATCM XVI,wp,35,0,The Protected Area System in Antarctica,ATCM 11,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp035_e.pdf
1991,ATCM,16,ATCM XVI,wp,35,1,The Protected Area System in Antarctica,ATCM 11,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp035_rev1_e.pdf
1991,ATCM,16,ATCM XVI,wp,36,0,Operation of the Antarctic Treaty System: Examination of Recommendations,ATCM 7(c),Uruguay | China,https://documents.ats.aq/ATCM16/wp/ATCM16_wp036_e.pdf
1991,ATCM,16,ATCM XVI,wp,37,0,Tourist activities in Antarctica,ATCM 14,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp037_e.pdf
1991,ATCM,16,ATCM XVI,wp,38,0,Historical Site,ATCM 11,Chile | United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp038_e.pdf
1991,ATCM,16,ATCM XVI,wp,39,0,Historical Site,ATCM 11,Chile | Spain,https://documents.ats.aq/ATCM16/wp/ATCM16_wp039_e.pdf
1991,ATCM,16,ATCM XVI,wp,39,1,Sitio Histórico,ATCM 11,Chile | Spain,https://documents.ats.aq/ATCM16/wp/ATCM16_wp039_rev1_s.pdf
1991,ATCM,16,ATCM XVI,wp,40,0,Historic Site,ATCM 11,Norway | Chile,https://documents.ats.aq/ATCM16/wp/ATCM16_wp040_e.pdf
1991,ATCM,16,ATCM XVI,wp,41,0,Draft Recommendation: Tourism and Non-Governmental Activities in the Antarctic Treaty Area,ATCM 14,Japan | Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp041_e.pdf
1991,ATCM,16,ATCM XVI,wp,42,0,Draft recommendation: Exchange of information,ATCM 7(d),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp042_e.pdf
1991,ATCM,16,ATCM XVI,wp,43,0,Draft Recommendation: Expanded Coverage of the Annual Report,ATCM 7(a),Argentina | Brazil | Chile | Ecuador | Peru | Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp043_e.pdf
1991,ATCM,16,ATCM XVI,wp,43,1,Draft Recommendation: Expanded Coverage of the Annual Report,ATCM 7(a),Argentina | Brazil | Chile | Ecuador | Peru | Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp043_rev1_e.pdf
1991,ATCM,16,ATCM XVI,wp,43,2,Draft Recommendation: Expanded Coverage of the Annual Report,ATCM 7(a),Argentina | Brazil | Chile | Ecuador | Peru | Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp043_rev2_e.pdf
1991,ATCM,16,ATCM XVI,wp,43,3,Draft Recommendation: Expanded Coverage of the Annual Report,ATCM 7(a),Argentina | Brazil | Chile | Ecuador | Peru | Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp043_rev3_e.pdf
