meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1992,ATCM,17,ATCM XVII,wp,1,0,Regulation concerning tourism and non-governmental activites,ATCM 13,Chile | France | Germany | Italy | Spain,https://documents.ats.aq/ATCM17/wp/ATCM17_wp001_e.pdf
1992,ATCM,17,ATCM XVII,wp,2,0,The regulation of tourism and non-governmental activities in the Antarctic Treaty Area,ATCM 13,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp002_e.pdf
1992,ATCM,17,ATCM XVII,wp,3,0,A revised 'Code of Guidance for visitors to the Antarctic',ATCM 13,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp003_e.pdf
1992,ATCM,17,ATCM XVII,wp,4,0,"Recommendations of the SCAR/IUCN Workshop on Antarctic Protected Areas, convened in Cambridge, UK, 29 June - 2 July 1992",ATCM 11,SCAR,https://documents.ats.aq/ATCM17/wp/ATCM17_wp004_e.pdf
1992,ATCM,17,ATCM XVII,wp,5,0,Proposal for an Antarctic data management system: report by the SCAR-COMNAP ad hoc Planning Group on Antarctic Data Management,ATCM 7,COMNAP | SCAR,https://documents.ats.aq/ATCM17/wp/ATCM17_wp005_e.pdf
1992,ATCM,17,ATCM XVII,wp,6,0,Antarctic tourism and the Environmental Protocol,ATCM 13,United States,https://documents.ats.aq/ATCM17/wp/ATCM17_wp006_e.pdf
1992,ATCM,17,ATCM XVII,wp,7,0,Antarctic Treaty Secretariat: possible modalities and their implications,ATCM 7,Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp007_e.pdf
1992,ATCM,17,ATCM XVII,wp,8,0,Liability for damage arising from activities taking place in the Antarctic Treaty Area,ATCM 6,Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp008_e.pdf
1992,ATCM,17,ATCM XVII,wp,9,0,Commission on Antarctic Environmental Protection,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp009_e.pdf
1992,ATCM,17,ATCM XVII,wp,10,0,Committee for Environmental Protection: rules of procedure,ATCM 6,New Zealand,https://documents.ats.aq/ATCM17/wp/ATCM17_wp010_e.pdf
1992,ATCM,17,ATCM XVII,wp,11,0,Basic elements for an annex on the liability envisaged by the Antarctic Treaty Protocol,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp011_e.pdf
1992,ATCM,17,ATCM XVII,wp,12,0,Background information to draw up measures to avoid pollution of the Southern Ocean from Non-Antarctic Treaty Areas,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp012_e.pdf
1992,ATCM,17,ATCM XVII,wp,13,0,Exchange of information,ATCM 7,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp013_e.pdf
1992,ATCM,17,ATCM XVII,wp,14,0,Draft recommendation on the conduct of tourism and non-governmental activity in the Antarctic Treaty Area,ATCM 13,Australia,https://documents.ats.aq/ATCM17/wp/ATCM17_wp014_e.pdf
1992,ATCM,17,ATCM XVII,wp,15,0,Examination of recommendations,ATCM 7,China,https://documents.ats.aq/ATCM17/wp/ATCM17_wp015_e.pdf
1992,ATCM,17,ATCM XVII,wp,16,0,Antarctic Treaty exchange of information under Article VII(5) for 1990-1991,ATCM 7,Korea (DPRK),https://documents.ats.aq/ATCM17/wp/ATCM17_wp016_e.pdf
1992,ATCM,17,ATCM XVII,wp,17,0,Issues relating to the exercise of jurisdiction in Antarctica,ATCM 18,Uruguay,https://documents.ats.aq/ATCM17/wp/ATCM17_wp017_e.pdf
1992,ATCM,17,ATCM XVII,wp,18,0,Hydrometeorological service,ATCM 15,Russian Federation,https://documents.ats.aq/ATCM17/wp/ATCM17_wp018_e.pdf
1992,ATCM,17,ATCM XVII,wp,19,0,Secretariat support for the Antarctic Treaty parties,ATCM 7,Australia,https://documents.ats.aq/ATCM17/wp/ATCM17_wp019_e.pdf
1992,ATCM,17,ATCM XVII,wp,20,0,Committee for Environmental Protection Draft Rules of Procedure,ATCM 6,Australia,https://documents.ats.aq/ATCM17/wp/ATCM17_wp020_e.pdf
1992,ATCM,17,ATCM XVII,wp,21,0,SCAR Code of Conduct for use of animals for scientific purposes in Antarctica,ATCM 6,SCAR,https://documents.ats.aq/ATCM17/wp/ATCM17_wp021_e.pdf
1992,ATCM,17,ATCM XVII,wp,22,0,Revised descriptions and proposed Management Plans for Specially Protected Areas,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp022_e.pdf
1992,ATCM,17,ATCM XVII,wp,23,0,Compulsory insurance of tourism and non governmental activities in the Antarctic Treaty Area,ATCM 13,Russian Federation,https://documents.ats.aq/ATCM17/wp/ATCM17_wp023_e.pdf
1992,ATCM,17,ATCM XVII,wp,24,2,ATCM Rules of Procedure Agenda for Consultative Meetings,ATCM 7,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp024_rev2_e.pdf
1992,ATCM,17,ATCM XVII,wp,25,0,Examination of recommendations,ATCM 7,Belgium,https://documents.ats.aq/ATCM17/wp/ATCM17_wp025_e.pdf
1992,ATCM,17,ATCM XVII,wp,26,0,Draft Recommendation submitted by Chile and the Netherlands,ATCM 6,Chile | Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp026_e.pdf
1992,ATCM,17,ATCM XVII,wp,27,2,Historical sites and monuments,ATCM 11,Argentina,https://documents.ats.aq/ATCM17/wp/ATCM17_wp027_rev2_e.pdf
1992,ATCM,17,ATCM XVII,wp,28,1,Global change research and international cooperation in Antarctica - Draft recommendation,ATCM 12,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp028_rev1_e.pdf
1992,ATCM,17,ATCM XVII,wp,29,0,Draft decision submitted by Chile and the Netherlands to be included in the Final Report of the 17th ATCM,ATCM 6,Chile | Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp029_e.pdf
1992,ATCM,17,ATCM XVII,wp,30,0,Environmental modelling,ATCM 9,Russian Federation,https://documents.ats.aq/ATCM17/wp/ATCM17_wp030_e.pdf
1992,ATCM,17,ATCM XVII,wp,31,0,Report of Working Group I to the plenary of the XVII ATCM,ATCM 21,Italy,https://documents.ats.aq/ATCM17/wp/ATCM17_wp031_e.pdf
1992,ATCM,17,ATCM XVII,wp,32,0,Report of Working Group II to the plenary of the XVII ATCM,ATCM 21,Italy,https://documents.ats.aq/ATCM17/wp/ATCM17_wp032_e.pdf
1992,ATCM,17,ATCM XVII,wp,33,0,Preliminary agenda of the XVIII Antarctic Treaty Consultative Meeting,ATCM 19,Italy,https://documents.ats.aq/ATCM17/wp/ATCM17_wp033_e.pdf
1992,ATCM,17,ATCM XVII,wp,34,0,Draft final report of the XVIIth Antarctic Treaty Consultative Meeting,ATCM 21,Italy,https://documents.ats.aq/ATCM17/wp/ATCM17_wp034_e.pdf
