meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
2006,ATCM,29,ATCM XXIX - CEP IX,wp,1,0,Report of the CEP Intersessional Contact Group on Site Guidelines for Visitors to Antarctica,CEP 7,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp001_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,2,0,Policy Issues Arising from On-Site Review of Guidelines for Visitor Sites in the Antarctic Peninsula,ATCM 12 | CEP 7,United Kingdom | Argentina | Australia | Norway | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp002_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,3,0,Wildlife Awareness Information for Aircraft Operations in Antarctica,CEP 8,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp003_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,4,0,Marine Protected Areas (MPAs) – Tools for Protection and Management,CEP 7,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp004_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,5,1,Practical Guidelines for Ballast Water Exchange in the Antarctic Treaty Area,CEP 13 | CEP 8,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp005_rev1_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,6,0,Extending the use of the Automatic Identification System (AIS) to Antarctic operations safety,ATCM 15,Uruguay,https://documents.ats.aq/ATCM29/wp/ATCM29_wp006_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,7,0,The work of CCAMLR on Marine Protected Areas,CEP 7,CCAMLR,https://documents.ats.aq/ATCM29/wp/ATCM29_wp007_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,8,0,Management Plan for the Larsemann Hills Antarctic Specially Managed Area,CEP 7,Australia | China | Romania | Russian Federation,https://documents.ats.aq/ATCM29/wp/ATCM29_wp008_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,9,0,"Revision of Management Plan for Antarctic Specially Protected Area No. 136 - Clark Peninsula, Budd Coast, Wilkes Land",CEP 7,Australia,https://documents.ats.aq/ATCM29/wp/ATCM29_wp009_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,10,1,"Draft Antarctic Specially Protected Area (ASPA) Management Plan for Hawker Island, Vestfold Hills, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica",CEP 7,Australia,https://documents.ats.aq/ATCM29/wp/ATCM29_wp010_rev1_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,11,0,Committee for Environmental Protection (CEP) Handbook,CEP 4,Australia,https://documents.ats.aq/ATCM29/wp/ATCM29_wp011_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,12,0,"Antarctic Protected Areas System: Proposal for a New Protected Area at Edmonson Point, Wood Bay, Ross Sea",CEP 7,Italy,https://documents.ats.aq/ATCM29/wp/ATCM29_wp012_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,13,0,Non-native Species in the Antarctic. Report of a Workshop,CEP 8,New Zealand,https://documents.ats.aq/ATCM29/wp/ATCM29_wp013_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,14,0,CCAMLR in the Antarctic Treaty System,ATCM 5,New Zealand,https://documents.ats.aq/ATCM29/wp/ATCM29_wp014_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,15,1,Regulation of Land-Based Infrastructure to Support Tourism in Antarctica,ATCM 12,New Zealand | Australia,https://documents.ats.aq/ATCM29/wp/ATCM29_wp015_rev1_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,16,0,Environmental Monitoring and Reporting. Report of the Intersessional ContactGroup,CEP 9,France,https://documents.ats.aq/ATCM29/wp/ATCM29_wp016_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,17,0,Contingency Planning and Emergency Response,ATCM 9 | CEP 11,France,https://documents.ats.aq/ATCM29/wp/ATCM29_wp017_e.doc
