meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,has_revisions,one_revision_name,agendas,parties,one_revision_url
2006,ATCM,29,ATCM XXIX - CEP IX,wp,26,True,Review of the Admiralty Bay Antarctic Specially Managed Area Management Plan (ASMA No 1),CEP 7,Brazil | Ecuador | Peru | Poland | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp026_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,27,False,withdrawn,CEP 7,ATS,https://documents.ats.aq/ATCM29/wp/ATCM29_wp027_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,28,False,Cooperation between the CEP and SC-CAMLR: a synthesis and opportunities for the future,CEP 14,Argentina,https://documents.ats.aq/ATCM29/wp/ATCM29_wp028_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,29,False,"Revision of Management Plan for ASPA 134 Cierva Point and offshore islands, Danco Coast, Antarctic Peninsula",CEP 7,Argentina,https://documents.ats.aq/ATCM29/wp/ATCM29_wp029_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,30,False,Revision of Management Plan for Antarctic Specially Protected Area No. 150 Ardley Island,CEP 7,Chile,https://documents.ats.aq/ATCM29/wp/ATCM29_wp030_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,31,False,Review of Antarctic Specially Protected Area (ASPA) Nos. 116 and 131,CEP 7,New Zealand,https://documents.ats.aq/ATCM29/wp/ATCM29_wp031_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,32,False,Systematic Environmental Protection In Antarctica – refining and reviewing the “proof of concept” Environmental Domains of Antarctica classification for a systematic environmental geographic framework,CEP 7,New Zealand,https://documents.ats.aq/ATCM29/wp/ATCM29_wp032_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,33,False,A Proposed Checklist for Inspecting Protected Areas in Antarctica,CEP 10,New Zealand | United Kingdom | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp033_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,34,False,Ross Sea Protected Area Inspections 2006,CEP 10,New Zealand | United Kingdom | United States,https://documents.ats.aq/ATCM29/wp/ATCM29_wp034_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,35,False,Draft Elements for the Edinburgh Declaration. International Polar Year 2007-2009,ATCM 11,Chile,https://documents.ats.aq/ATCM29/wp/ATCM29_wp035_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,36,False,The Replacement of Fuel Tanks at Vernadsky Station,CEP 11,Ukraine,https://documents.ats.aq/ATCM29/wp/ATCM29_wp036_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,37,False,Biodiversity in the Antarctic,ATCM 14 | CEP 8,SCAR,https://documents.ats.aq/ATCM29/wp/ATCM29_wp037_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,38,False,Proposal to List Southern Giant Petrel as a Specially Protected Species under Annex II,ATCM 14 | ATCM 15 | CEP 8,SCAR,https://documents.ats.aq/ATCM29/wp/ATCM29_wp038_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,39,False,Proposal to De-list Antarctic Fur Seals as Specially Protected Species,ATCM 14 | ATCM 15 | CEP 8,SCAR,https://documents.ats.aq/ATCM29/wp/ATCM29_wp039_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,40,False,"Site Guidelines for Goudier Island, Port Lockroy",CEP 7,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp040_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,41,False,SCAR Report on Marine Acoustics and the Southern Ocean,CEP 6b | CEP 8,SCAR,https://documents.ats.aq/ATCM29/wp/ATCM29_wp041_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,42,False,Antarctica’s Future Environmental Challenges. A summary report of the CEP Workshop,CEP 3,United Kingdom | Australia | France,https://documents.ats.aq/ATCM29/wp/ATCM29_wp042_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,43,False,The Enquiry Procedure of Article 18,ATCM 5,Chile,https://documents.ats.aq/ATCM29/wp/ATCM29_wp043_e.doc
2006,ATCM,29,ATCM XXIX - CEP IX,wp,44,False,Review of Annex II of the Environmental Protocol,ATCM 7,United Kingdom,https://documents.ats.aq/ATCM29/wp/ATCM29_wp044_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,1,True,Document withdrawn,ATCM 13 | CEP 8(b),SCAR,https://documents.ats.aq/ATCM30/wp/ATCM30_wp001_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,2,False,Open-Ended Intersessional Contact Group on Review of Measures: Area Protection and Management,ATCM 5,United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp002_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,3,False,"Draft Management Plan for ASMA No. X: Amundsen-Scott South Pole Station, South Pole",CEP 7(a),United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp003_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,4,False,"Draft Comprehensive Environmental Evaluation of New Indian Research Base at Larsemann Hills, Antarctica",CEP 6(a),India,https://documents.ats.aq/ATCM30/wp/ATCM30_wp004_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,5,False,Draft Management Plan for ASMA No. X: Southwest Anvers Island and Palmer Basin,CEP 7(a),United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp005_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,6,False,Approaches to Tourism Policy – Next Steps,ATCM 11,United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp006_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,7,False,"Report of the CEP Observer to the Twenty-fifth meeting of the Scientific Committee to CCAMLR, 23 to 27 October 2006",CEP 14,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp007_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,8,False,"Larsemann Hills, East Antarctica. Antarctic Specially Managed Area Management Plan",CEP 7(a),Australia | China | India | Romania | Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp008_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,9,False,"Draft Antarctic Specially Protected Area (ASPA) Management Plan for Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica",CEP 7(a),Australia | China,https://documents.ats.aq/ATCM30/wp/ATCM30_wp009_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,10,False,Intersessional CEP Consideration of Draft Management Plans,CEP 3 | CEP 7(e),Australia,https://documents.ats.aq/ATCM30/wp/ATCM30_wp010_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,11,False,Review of Antarctic Specially Protected Area (ASPA) No. 130,CEP 7(a),New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp011_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,12,False,Systematic Environmental Protection in Antarctica: Final progress report on Environmental Domains Analysis for the Antarctic continent,CEP 7(d),New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp012_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,13,False,Environmental Impact of Tourism and Other Non-Governmental Activities in the Antarctic Treaty Area,ATCM 11,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp013_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,14,True,Tourist Vessels flagged to non Parties; Implications for the effectiveness of the Antarctic Treaty System,ATCM 11,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp014_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,15,False,A Five-Year Work plan for the CEP: Report of the Intersessional Contact Group,CEP 3,New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp015_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,16,False,"Report of the Antarctic Treaty inspections undertaken jointly by Sweden, France and New Zealand in accordance with Article VII of the Antarctic Treaty and Article 14 of the Protocol on Environmental Protection to the Antarctic Treaty",ATCM 12 | CEP 10,Sweden | France | New Zealand,https://documents.ats.aq/ATCM30/wp/ATCM30_wp016_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,17,False,On the concept of the Antarctic Marine Protected Areas,CEP 7(e),Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp017_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,18,False,Russian studies of acoustic influence on marine biota,CEP 8(c),Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp018_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,19,False,On review of Annex II to the Protocol on Environmental Protection to the Antarctic Treaty: Conservation of Antarctic Fauna and Flora,ATCM 5,Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp019_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,20,False,Peculiarities of conducting inspections of infrastructure facilities of the Antarctic Programs,ATCM 12,Russian Federation,https://documents.ats.aq/ATCM30/wp/ATCM30_wp020_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,21,False,"Area Protection and Management. Proposal for a new Antarctic Specially Protected Area at Marion Nunataks, Charcot Island, Antarctic Peninsula",CEP 7(a),United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp021_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,22,False,"Site Guidelines for Brown Bluff, Tabarin Peninsula",CEP 7(c),United Kingdom | United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp022_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,23,False,Safety Issues Relating to Passenger Vessels in Antarctic Waters,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp023_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,24,False,Use of Ecodiesel in Antarctica - Experience at “Artigas Station”,ATCM 14,Uruguay,https://documents.ats.aq/ATCM30/wp/ATCM30_wp024_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,25,False,"Revised Management Plan for Antarctic Specially Protected Area No. 150 Ardley Island, Maxwell Bay, King George Island",CEP 7(a),Chile,https://documents.ats.aq/ATCM30/wp/ATCM30_wp025_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,26,False,The Application of IUCN Endangerment Criteria at the Regional Level of the Antarctic Treaty Area,ATCM 13 | CEP 8(b),SCAR,https://documents.ats.aq/ATCM30/wp/ATCM30_wp026_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,27,False,Current Status of the Ross Seal (Ommatophoca rossii): A Specially Protected Species under Annex II,CEP 8(b),SCAR,https://documents.ats.aq/ATCM30/wp/ATCM30_wp027_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,28,False,Climate Changes,ATCM 13 | CEP 9,Norway,https://documents.ats.aq/ATCM30/wp/ATCM30_wp028_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,29,False,Environmental Monitoring in Antarctica – lessons learned from the Arctic,CEP 9,Norway,https://documents.ats.aq/ATCM30/wp/ATCM30_wp029_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,30,False,"Revised Management Plan for Antarctic Specially Protected Area No. 129, Rothera Point, Adelaide Island",CEP 7(a),United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp030_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,31,False,"Revised Management Plan for Antarctic Specially Protected Area No. 109 Moe Island, South Orkney Islands",CEP 7(a),United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp031_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,32,True,"Draft Management Plan for the Antarctic Special Protected Area Mount Harding, Grove Mountains, East Antarctica",CEP 7(a),China,https://documents.ats.aq/ATCM30/wp/ATCM30_wp032_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,33,False,A Proposed Checklist for Inspecting Protected Areas in Antarctica,CEP 10,New Zealand | United Kingdom | United States,https://documents.ats.aq/ATCM30/wp/ATCM30_wp033_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,34,False,Identification of Activities Covered by Article VII.5 of the Antarctic Treaty,ATCM 5,Netherlands,https://documents.ats.aq/ATCM30/wp/ATCM30_wp034_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,35,False,Best Practice for Energy Management – Guidance and Recommendations,CEP 15,COMNAP,https://documents.ats.aq/ATCM30/wp/ATCM30_wp035_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,36,False,Biological Prospecting in the Antarctic Treaty Area – Scoping for a Regulatory Framework –,ATCM 17,Netherlands | Belgium | France,https://documents.ats.aq/ATCM30/wp/ATCM30_wp036_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,37,True,The M/S Nordkapp incident,ATCM 11 | ATCM 9 | CEP 11,Norway,https://documents.ats.aq/ATCM30/wp/ATCM30_wp037_rev1_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,38,False,Antarctic Protected Areas System: Revised List of Historic Sites and Monuments (Measure 3 (2003) Draft Guidelines for its Application,CEP 7(b),Chile,https://documents.ats.aq/ATCM30/wp/ATCM30_wp038_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,39,False,“Trinity Peninsula/Louis Philippe Land” (Translation of place-name),CEP 7(b),Chile,https://documents.ats.aq/ATCM30/wp/ATCM30_wp039_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,40,False,Guidelines for Visitors to Snow Hill,ATCM 11 | CEP 7(c),Argentina | Sweden,https://documents.ats.aq/ATCM30/wp/ATCM30_wp040_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,41,False,Monument to the Antarctic Treaty,CEP 7(b),Chile,https://documents.ats.aq/ATCM30/wp/ATCM30_wp041_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,42,False,Antarctic Information Exchange: Importance of Unambiguous and Consistent Geo-referencing,ATCM 16,COMNAP,https://documents.ats.aq/ATCM30/wp/ATCM30_wp042_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,43,False,Guidance for Working Papers on Area Protection and Management,ATCM 5 | CEP 7(e),United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp043_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,44,False,Appointment of an External Auditor,ATCM 6,Argentina,https://documents.ats.aq/ATCM30/wp/ATCM30_wp044_e.doc
2007,ATCM,30,ATCM XXX - CEP X,wp,45,True,"Support for CCAMLR and action to combat Illegal, Unreported and Unregulated Fishing",ATCM 5,Australia | New Zealand | United Kingdom,https://documents.ats.aq/ATCM30/wp/ATCM30_wp045_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,1,False,"Proposal by Australia, the United Kingdom and Norway to amend Rule 11 of the Rules of Procedure of the ATCM",ATCM 5,Norway | Australia | United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp001_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,2,False,"Site Guidelines for Wordie House, Winter Island, Argentine Islands",CEP 7(c),Ukraine | United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp002_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,3,False,"Proposal for a new Antarctic Specially Protected Area at Narębski Point, Barton Peninsula, King George Island",CEP 7(a),Korea (ROK),https://documents.ats.aq/ATCM31/wp/ATCM31_wp003_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,4,False,Report of the ATCM Intersessional Contact Group to examine the issue of Biological Prospecting in the Antarctic Treaty Area,ATCM 17,Netherlands,https://documents.ats.aq/ATCM31/wp/ATCM31_wp004_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,5,False,The Draft Comprehensive Environmental Evaluation for the construction and operation of the Chinese Dome A Station in Antarctica,CEP 6(a),China,https://documents.ats.aq/ATCM31/wp/ATCM31_wp005_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,6,False,Environmentally sound Tourism in the Antarctic Treaty Area,ATCM 11,France | Germany,https://documents.ats.aq/ATCM31/wp/ATCM31_wp006_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,7,False,"Five Years Review of Antarctic Specially Protected Area (ASPA) N° 161 Terra Nova Bay, Ross Sea",CEP 7(a),Italy,https://documents.ats.aq/ATCM31/wp/ATCM31_wp007_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,8,False,"Revised Management Plan for Antarctic Specially Protected Area No. 138 Linnaeus Terrace, Asgard Range, Victoria Land",CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp008_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,9,False,"Revised Management Plan for Antarctic Specially Protected Area No. 137, Northwest White Island, McMurdo Sound",CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp009_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,10,True,"Status of the Regional, Antarctic Population of the Southern Giant Petrel - Progress",ATCM 13 | CEP 8(b),SCAR,https://documents.ats.aq/ATCM31/wp/ATCM31_wp010_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,11,False,"An update on biological prospecting in Antarctica, including the development of the Antarctic Biological Prospecting Database",ATCM 17,Belgium,https://documents.ats.aq/ATCM31/wp/ATCM31_wp011_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,12,False,Human Disturbance to Wildlife in the Broader Antarctic Region: A Review of Findings,ATCM 14 | CEP 6(b) | CEP 7(c),SCAR,https://documents.ats.aq/ATCM31/wp/ATCM31_wp012_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,13,False,"Revised Management Plan for Antarctic Specially Protected Area No. 106 Cape Hallett, Northern Victoria Land, Ross Sea",CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp013_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,14,False,"Revised Management Plan for Antarctic Specially Protected Area No. 124 Cape Crozier, Ross Island",CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp014_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,15,False,Report of the Intersessional Open-ended Contact Group to Consider the Draft CEE for the “Proposed Construction and Operation of the New Chinese Research Station at Dome A”,CEP 6(a),Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp015_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,16,False,Antarctic Alien Species Database,CEP 8(a),Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp016_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,17,False,Preparation for Scheduled CEP Discussions: Reviews of Past Activities,CEP 3,Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp017_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,18,False,Annex II: Proposals for Completing the Review,ATCM 5,Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp018_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,19,False,"Revised Draft Antarctic Specially Protected Area (ASPA) Management Plan for Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica",CEP 7(a),Australia | China,https://documents.ats.aq/ATCM31/wp/ATCM31_wp019_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,20,False,Maritime Search and Rescue Incidents in the Antarctic Treaty Area: the Role of Rescue Coordination Centres,ATCM 11,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp020_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,21,False,Control of Permanent Land-based Facilities in Antarctica,ATCM 11,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp021_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,22,False,Implications of Tourist Vessels flagged to non-Parties for the effectiveness of the Antarctic Treaty System,ATCM 11,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp022_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,23,False,Commission for the Conservation of Antarctic Marine Living Resources Performance Review,ATCM 5 | CEP 14,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp023_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,24,False,Improving the CEP’s Role in Advising the ATCM on the State of Antarctic Environments,CEP 9(b),New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp024_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,25,True,"Review of Antarctic Specially Protected Area (ASPA) No.s 105, 118, 155, 154, and 156",CEP 7(a),New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp025_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,26,False,A Proposed Checklist for Inspecting Specially Protected and Managed Areas in Antarctica,CEP 10,New Zealand | United Kingdom | United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp026_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,27,False,Systematic Environmental Protection in Antarctica: Final report on Environmental Domains Analysis for the Antarctic continent as a dynamic model for a systematic environmental geographic framework for Annex V of the Protocol,CEP 7(d),New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp027_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,28,False,"Report of the CEP Observer to the twenty-sixth meeting of the Scientific Committee to CCAMLR, 22 to 26 October 2007",CEP 14,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp028_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,29,True,A Five-Year Work plan for the CEP: Report on Intersessional Review,CEP 3,New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp029_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,30,True,Draft Action Plan for Southern Giant Petrel Macronectes giganteus,CEP 8(b),New Zealand,https://documents.ats.aq/ATCM31/wp/ATCM31_wp030_rev3_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,31,False,"Review of Management Plans for Antarctic Specially Protected Areas (ASPAs) 135, 143, 160",CEP 7(a),Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp031_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,32,False,Review of Antarctic Specially Protected Area (ASPA) No. 141,CEP 7(a),Japan,https://documents.ats.aq/ATCM31/wp/ATCM31_wp032_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,33,False,Managing human and environmental risks in Antarctica,ATCM 9,France,https://documents.ats.aq/ATCM31/wp/ATCM31_wp033_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,34,False,A Mechanism for Centralizing Tourism and Non-governmental Activity Declarations and Authorization Requests Suitable for Taking Cumulative Impacts into Account,ATCM 11 | CEP 6(b),France,https://documents.ats.aq/ATCM31/wp/ATCM31_wp034_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,35,False,Antarctic Climate Change Issues,ATCM 13 | CEP 9(a),Norway | United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp035_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,36,False,Report of the Intersessional Contact Group on Issues Concerning Passenger Ships Operating in Antarctic Waters,ATCM 11,Norway,https://documents.ats.aq/ATCM31/wp/ATCM31_wp036_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,37,True,"Revised Management Plan for Antarctic Specially Protected Area No. 123 Barwick and Balham Valleys, Southern Victoria Land",CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp037_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,38,False,Improving hydrographic surveying and charting to support safety of navigation and environmental protection in the Antarctic region,ATCM 9,United Kingdom | Australia,https://documents.ats.aq/ATCM31/wp/ATCM31_wp038_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,39,False,Draft Management Plan for ASMA No. X: Southwest Anvers Island and Palmer Basin,CEP 7(a),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp039_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,40,True,"Site Guidelines for Shingle Cove, Coronation Island",CEP 7(c),United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp040_rev2_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,41,True,Guidance for Working Papers on Area Protection and Management,ATCM 5 | CEP 7(e),United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp041_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,42,False,Participation of the Chilean Air and Maritime Search and Rescue Centres in the rescue of the Passenger Ship the Explorer and environmental mitigation of the accident in the Antarctic,ATCM 9,Chile,https://documents.ats.aq/ATCM31/wp/ATCM31_wp042_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,43,False,Further Development of Antarctic Tourism Policies,ATCM 11,United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp043_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,44,True,"Site Guidelines for Devil Island, Vega Island",CEP 7(c),United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp044_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,45,False,"Site Guidelines for Cape Hallett, Northern Victoria Land, Ross Sea",CEP 7(c),United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp045_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,46,True,"Revised Management Plan for Antarctic Specially Protected Area No. 150 Ardley Island, Maxwell Bay, King George Island",CEP 7(a),Chile,https://documents.ats.aq/ATCM31/wp/ATCM31_wp046_rev1_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,47,False,Revised Management Plan for Antarctic Specially Protected Area No. 125 Fildes Peninsula,CEP 7(a),Chile,https://documents.ats.aq/ATCM31/wp/ATCM31_wp047_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,48,False,"The Antarctic Treaty at Fifty Years: Planning for Antarctic Treaty Consultative Meeting XXXII (Baltimore, 2009)",ATCM 18,United States,https://documents.ats.aq/ATCM31/wp/ATCM31_wp048_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,49,False,Оn the status and development of the Antarctic Treaty System,ATCM 5,Russian Federation,https://documents.ats.aq/ATCM31/wp/ATCM31_wp049_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,50,False,Proposals for Regulating the Adventure Tourism and Non-Governmental Activity in The Antarctic,ATCM 11,Russian Federation,https://documents.ats.aq/ATCM31/wp/ATCM31_wp050_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,51,False,Developing a Strategic Vision of Antarctic Tourism for the next Decade,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp051_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,52,False,"Revised Draft Antarctic Specially Protected Area (ASPA) Management Plan for the Mount Harding, Grove Mountains, East Antarctica",CEP 7(a),China,https://documents.ats.aq/ATCM31/wp/ATCM31_wp052_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,53,False,"Antarctic Specially Protected Area (ASPA) Management Plan for Marion Nunataks, Charcot Island, Antarctic Peninsula",CEP 7(a),United Kingdom,https://documents.ats.aq/ATCM31/wp/ATCM31_wp053_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,54,False,Proposal to revise the inspection checklists contained in Resolution 5 (1995),ATCM 12 | CEP 10,Argentina,https://documents.ats.aq/ATCM31/wp/ATCM31_wp054_e.doc
2008,ATCM,31,ATCM XXXI - CEP XI,wp,55,False,The Marine Biodiversity Information Network: 2010 and Beyond,CEP 9(b),Belgium,https://documents.ats.aq/ATCM31/wp/ATCM31_wp055_e.doc
