meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,has_revisions,one_revision_name,agendas,parties,one_revision_url
1989,ATCM,15,ATCM XV,wp,9,True,Draft declaration on the ozone layer,ATCM 8,France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp009_rev6_e.pdf
1989,ATCM,15,ATCM XV,wp,10,False,Draft recommendation on waste disposal,ATCM 9(a),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp010_e.pdf
1989,ATCM,15,ATCM XV,wp,11,True,Working paper submitted by the United Kingdom,ATCM 11 | ATCM 8,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp011_rev2_e.pdf
1989,ATCM,15,ATCM XV,wp,12,False,Draft recommendation on marine pollution,ATCM 9(b),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp012_e.pdf
1989,ATCM,15,ATCM XV,wp,13,False,Requirements for support of the Antarctic Treaty,ATCM 6(b),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp013_e.pdf
1989,ATCM,15,ATCM XV,wp,14,False,Comprehensive measure for the protection of the Antarctic environment and dependent and associated ecosystems,ATCM 7,Sweden,https://documents.ats.aq/ATCM15/wp/ATCM15_wp014_e.pdf
1989,ATCM,15,ATCM XV,wp,15,False,Measures for fostering international scientific cooperation: concentration of siting of stations,ATCM 12(b),Uruguay,https://documents.ats.aq/ATCM15/wp/ATCM15_wp015_e.pdf
1989,ATCM,15,ATCM XV,wp,16,False,Waste disposal in Antarctica: draft recommendation,ATCM 9(a),Australia,https://documents.ats.aq/ATCM15/wp/ATCM15_wp016_e.pdf
1989,ATCM,15,ATCM XV,wp,17,False,Antarctic Treaty: Thirtieth anniversary commemoration stamp issue,ATCM 21,Australia,https://documents.ats.aq/ATCM15/wp/ATCM15_wp017_e.pdf
1989,ATCM,15,ATCM XV,wp,18,False,Formulation of a strategy to prevent marine pollution and provide maritime safety in Antarctica,ATCM 9,Uruguay,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/2/3/a/23a8d9544ba9893fa1c4a25bde7cd490c80968b5fba170ca68788cd6f1895a3b/379dd657-2da8-448f-80f1-81e2ade6b7e5-AU-ATADD-3-BB-AQ-108.pdf 
1989,ATCM,15,ATCM XV,wp,19,False,Maritime pollution,ATCM 9(b),Germany,https://documents.ats.aq/ATCM15/wp/ATCM15_wp019_e.pdf
1989,ATCM,15,ATCM XV,wp,20,False,Maritime Safety,ATCM 9(b),Germany,https://documents.ats.aq/ATCM15/wp/ATCM15_wp020_e.pdf
1989,ATCM,15,ATCM XV,wp,21,False,Environmental monitoring in Antarctica,ATCM 8,United States | United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp021_e.pdf
1989,ATCM,15,ATCM XV,wp,22,False,White book,ATCM 6,Chile,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/8/a/a/8aac18c008b043c65e0ca1b922a0398b038a6345032c802ad5a548460c6b38e9/ee411e98-5f19-4e8c-b204-e08d076bd40b-AU-ATADD-3-BB-AQ-109.pdf 
1989,ATCM,15,ATCM XV,wp,23,False,Draft recommendation on protection of the Antarctic environment and of its dependent and associated ecosystems,ATCM 7,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp023_e.pdf
1989,ATCM,15,ATCM XV,wp,24,False,Working paper: Marine hydrometeorological information services in the Southern Ocean,ATCM 15,Russian Federation,https://documents.ats.aq/ATCM15/wp/ATCM15_wp024_e.pdf
1989,ATCM,15,ATCM XV,wp,26,False,Cooperation in the hydrographic charting of Antarctic waters,ATCM 16,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp026_e.pdf
1989,ATCM,15,ATCM XV,wp,27,False,Draft recommendation re waste disposal,ATCM 9,Russian Federation,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/1/1/b/11b101018c990f8b66b6e3ebab5b6cd7b6dd70aab96b966eb12275c465f9b54c/002aa089-a6f2-43f4-9add-0e1e3be5f6b9-AU-ATADD-3-BB-AQ-111.pdf 
1989,ATCM,15,ATCM XV,wp,28,False,"Proposed SSSI Ardley Island and Maxwell Bay, King George Island",ATCM 10(a),Germany | United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp028_e.pdf
1989,ATCM,15,ATCM XV,wp,29,False,Comparability and accessibility of Antarctic scientific data,ATCM 12(a),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp029_e.pdf
1989,ATCM,15,ATCM XV,wp,30,False,Working paper on tourism,ATCM 13,Germany,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/a/4/f/a4ff2ced33dea91a3896778314b11df995d2d1b2c1127ca4d74ae6d8682461f4/42411404-29e3-41c8-8546-201928cd2025-AU-ATADD-3-BB-AQ-112.pdf 
1989,ATCM,15,ATCM XV,wp,31,False,Development of an oil spill contingency plan for the Antarctic region,ATCM 9(b),South Africa,https://documents.ats.aq/ATCM15/wp/ATCM15_wp031_e.pdf
1989,ATCM,15,ATCM XV,wp,32,True,Management plans for specially protected areas,ATCM 10(c)(iii),United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp032_rev1_e.pdf
1989,ATCM,15,ATCM XV,wp,33,False,Effect of tourism and non-governmental expeditions in the Antarctic Treaty Area,ATCM 13,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp033_e.pdf
1989,ATCM,15,ATCM XV,wp,34,False,Environmental impact assessment procedures,ATCM 9(c),New Zealand,https://documents.ats.aq/ATCM15/wp/ATCM15_wp034_e.pdf
1989,ATCM,15,ATCM XV,wp,35,True,Draft recommendation on new sites of special scientific interest,ATCM 10(a),United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp035_rev1_e.pdf
1989,ATCM,15,ATCM XV,wp,36,False,"Draft recommendation on re-designation of Specially Protected Area No.II Cape Sherreff, as a SSSI",ATCM 10(a),United Kingdom | United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp036_e.pdf
1989,ATCM,15,ATCM XV,wp,37,False,"Reports on Sites of Special Scientific Interest, Specially Protected Areas and Historic Monuments",ATCM 10(b) | ATCM 10(c)(i) | ATCM 10(c)(ii),United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp037_e.pdf
1989,ATCM,15,ATCM XV,wp,38,False,"SCAR recommendation concerning the establishment of a new, multi-purpose category of Antarctic Protected Area",ATCM 10(c)(iv),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp038_e.pdf
1989,ATCM,15,ATCM XV,wp,39,False,SCAR recommendation that management plans be prepared and adopted for Specially Protected Areas (SPAs),ATCM 10(c)(iii),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp039_e.pdf
1989,ATCM,15,ATCM XV,wp,40,False,Preliminary draft recommendation on the coordination of nautical charts of the Antarctic Seas. Surveys and their publication,ATCM 16,Spain,https://documents.ats.aq/ATCM15/wp/ATCM15_wp040_e.pdf
1989,ATCM,15,ATCM XV,wp,41,False,"The attached draft recommendation is submitted to add one historic monument and one historic site to the ""List of Historic Monuments Identified and Described by the proposing Government or Governments""",ATCM 10(c)(v),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp041_e.pdf
1989,ATCM,15,ATCM XV,wp,42,False,Man's impact on the Antarctic environment,ATCM 9(c),Chile,https://documents.ats.aq/ATCM15/wp/ATCM15_wp042_e.pdf
1989,ATCM,15,ATCM XV,wp,43,False,Compte rendu des visites effectuees sur le Territoire Antarctique Australien (Report of visits to the Australian Antarctic Territory),ATCM 10,Australia,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/6/5/2/6525b5da12b35a2d5c73a80f6d4e3ab865d38e8d40525bdc89c652c004fdbe49/19b14b67-9011-4cef-9b9b-8c6a6da66e90-AU-ATADD-3-BB-AQ-118.pdf 
1989,ATCM,15,ATCM XV,wp,44,False,Draft recommendation submitted by the delegation of Chile,ATCM 13,Chile,https://documents.ats.aq/ATCM15/wp/ATCM15_wp044_e.pdf
1989,ATCM,15,ATCM XV,wp,45,False,Viability of the Antarctic Treaty,ATCM 6(b),Chile,https://documents.ats.aq/ATCM15/wp/ATCM15_wp045_e.pdf
1989,ATCM,15,ATCM XV,wp,46,True,Draft recommendation submitted by the UK. Promotion of international scientific cooperation in the Antarctic,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp046_rev2_e.pdf
1989,ATCM,15,ATCM XV,wp,48,True,Draft recommendation on Antarctic ice,ATCM 18,Chile,https://documents.ats.aq/ATCM15/wp/ATCM15_wp048_rev3_e.pdf
1989,ATCM,15,ATCM XV,wp,49,False,Draft paragraphs for the report of the XVth ATCM,ATCM 14 | ATCM 15,Russian Federation,https://documents.ats.aq/ATCM15/wp/ATCM15_wp049_e.pdf
1989,ATCM,15,ATCM XV,wp,50,False,Human impact on the Antarctic environment: environmental impact assessment,ATCM 9(c),France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp050_e.pdf
1989,ATCM,15,ATCM XV,wp,51,True,Suggested language for the report regarding item 12 (a),ATCM 12(a),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp051_rev1_e.pdf
1989,ATCM,15,ATCM XV,wp,52,True,Draft recommendation under Agenda item 15,ATCM 15,France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp052_rev3_e.pdf
1989,ATCM,15,ATCM XV,wp,53,False,Report language and recommendation for agenda item 10 (c) (iii),ATCM 10(c)(iii),France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp053_e.pdf
1989,ATCM,15,ATCM XV,wp,54,False,Report language and recommendation Re: agenda item 10 (a) (i) Redesignation of SPA No. 11,ATCM 10(a),France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp054_e.pdf
1989,ATCM,15,ATCM XV,wp,55,False,Draft recommendation: Cooperation in the hydrographic charting of Antarctic waters,ATCM 16,Argentina | Brazil | Chile | Peru | Spain | United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp055_e.pdf
1989,ATCM,15,ATCM XV,wp,56,False,Historic monuments,ATCM 10,Chile,https://heritage.utas.edu.au/uploads/r/antarctic-documents-database/8/e/7/8e7696ca15a0bd293b4b9a3742c32be07d49b28fa14409d39286ca9d719405d1/ea5276da-200a-4563-bfda-65642f336ec5-AU-ATADD-3-BB-AQ-124.pdf 
1989,ATCM,15,ATCM XV,wp,57,False,Statement of Finland,ATCM 8,Finland,https://documents.ats.aq/ATCM15/wp/ATCM15_wp057_e.pdf
1989,ATCM,15,ATCM XV,wp,58,False,Draft paragraphs for final report effects of tourism and non-governmental expedition in the Antarctic Treaty Area,ATCM 13,France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp058_e.pdf
1989,ATCM,15,ATCM XV,wp,59,False,Future work,ATCM 21,France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp059_e.pdf
1989,ATCM,15,ATCM XV,wp,60,False,Report language for environmental monitoring,ATCM 10(a) | ATCM 10(b) | ATCM 10(c)(i) | ATCM 10(c)(ii) | ATCM 10(c)(iii) | ATCM 10(c)(iv) | ATCM 10(c)(v) | ATCM 12(a) | ATCM 12(b) | ATCM 13 | ATCM 7 | ATCM 8 | ATCM 9(a) | ATCM 9(b) | ATCM 9(c),France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp060_e.pdf
1989,ATCM,15,ATCM XV,wp,61,False,Draft recommendation on the concentration of the siting of stations,ATCM 10(a),Chile | United Kingdom | Uruguay,https://documents.ats.aq/ATCM15/wp/ATCM15_wp061_e.pdf
1989,ATCM,15,ATCM XV,wp,63,False,Waste disposal,ATCM 9(a),Australia,https://documents.ats.aq/ATCM15/wp/ATCM15_wp063_e.pdf
1989,ATCM,15,ATCM XV,wp,64,False,Marine pollution,ATCM 9(b),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp064_e.pdf
1989,ATCM,15,ATCM XV,wp,65,True,Report language and recommendation for new categories of protected areas,ATCM 10(c)(iv),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp065_rev1_e.pdf
1989,ATCM,15,ATCM XV,wp,66,True,Implementation of environmental impact assessment procedures,ATCM 9(c),New Zealand,https://documents.ats.aq/ATCM15/wp/ATCM15_wp066_rev2_e.pdf
1989,ATCM,15,ATCM XV,wp,67,True,Draft language for report concentration of siting of stations,ATCM 12,United Kingdom,https://documents.ats.aq/ATCM15/wp/ATCM15_wp067_rev2_e.pdf
1989,ATCM,15,ATCM XV,wp,68,False,Draft report language and recommendations on agenda item 10 (d) (iv): Establishment of a multiple-use category of Antarctic Protected Area,ATCM 10(c)(iv),United States,https://documents.ats.aq/ATCM15/wp/ATCM15_wp068_e.pdf
1989,ATCM,15,ATCM XV,wp,69,False,Draft report and recommendations for historic sites and monuments,ATCM 10(c)(v),New Zealand,https://documents.ats.aq/ATCM15/wp/ATCM15_wp069_e.pdf
1989,ATCM,15,ATCM XV,wp,70,True,Draft final report of the fifteenth Antarctic Treaty Consultative Meeting,ATCM 22,France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp070_rev1_e.pdf
1989,ATCM,15,ATCM XV,wp,71,False,Draft final report of the fifteenth Antarctic Treaty Consultative Meeting,ATCM 11 | ATCM 12(a) | ATCM 14 | ATCM 15 | ATCM 16 | ATCM 17 | ATCM 19 | ATCM 6(a) | ATCM 6(b) | ATCM 6(c),France,https://documents.ats.aq/ATCM15/wp/ATCM15_wp071_e.pdf
1991,ATCM,16,ATCM XVI,wp,1,False,Area protection and management in the Antarctic,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp001_e.pdf
1991,ATCM,16,ATCM XVI,wp,2,False,Tourism and other non-governmental activities in Antarctica and environmental protection,ATCM 14,France,https://documents.ats.aq/ATCM16/wp/ATCM16_wp002_e.pdf
1991,ATCM,16,ATCM XVI,wp,3,False,Inspections under the Antarctic Treaty,ATCM 8,Sweden,https://documents.ats.aq/ATCM16/wp/ATCM16_wp003_e.pdf
1991,ATCM,16,ATCM XVI,wp,4,False,International Antarctic scientific and logisitic cooperation,ATCM 13,Sweden,https://documents.ats.aq/ATCM16/wp/ATCM16_wp004_e.pdf
1991,ATCM,16,ATCM XVI,wp,5,False,Status of Antarctic Treaty recommendations,ATCM 5(a),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp005_e.pdf
1991,ATCM,16,ATCM XVI,wp,6,False,Sistema de zonas protegidas,ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp006_s.pdf
1991,ATCM,16,ATCM XVI,wp,8,False,Antarctic Treaty Secretariat,ATCM 7(a),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp008_e.pdf
1991,ATCM,16,ATCM XVI,wp,9,False,"Japanese proposal on the role of Antarctic science in understanding the global environment, including the depletion of the ozone layer",ATCM 12,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp009_e.pdf
1991,ATCM,16,ATCM XVI,wp,10,False,Non-paper,ATCM 7(a),Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp010_e.pdf
1991,ATCM,16,ATCM XVI,wp,11,False,Agenda of the XVIth Antarctic Treaty Consultative Meeting,ATCM 4,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp011_e.pdf
1991,ATCM,16,ATCM XVI,wp,12,False,"Draft recommendation: SPA Lions Rump, King George Island, South Shetland Islands",ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp012_e.pdf
1991,ATCM,16,ATCM XVI,wp,13,False,"Draft recommendation: SPA Cryptogram Ridge, Mount Melbourne, Victoria Land",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp013_e.pdf
1991,ATCM,16,ATCM XVI,wp,14,False,Draft recommendation: SPAs Forlidas Pond and Davis Valley Ponds,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp014_e.pdf
1991,ATCM,16,ATCM XVI,wp,15,False,"Draft recommendation on the re-designation of SSSI No.30, Avian Island, as a SPA, including proposed management plan",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp015_e.pdf
1991,ATCM,16,ATCM XVI,wp,16,False,"Draft recommendation, facilitation of scientific research: Sites of Special Scientific Interest: Interim guidelines",ATCM 12 | ATCM 13,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp016_e.pdf
1991,ATCM,16,ATCM XVI,wp,17,False,"Draft recommendation facilitation of scientific research. Proposed amendment of the Management Plan and extension of SSSI No 6, Byers Peninsula, Livingston Island, South Shetland Islands.",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp017_e.pdf
1991,ATCM,16,ATCM XVI,wp,18,False,Facilitation of scientific research: draft recommendation on new Marine SSSIs,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp018_e.pdf
1991,ATCM,16,ATCM XVI,wp,19,False,"Draft recommendation, SPAs: Revised descriptions and proposed Management Plans for SPAs no.s 8, 9, 13, 14, 15, 16, 18, 19.",ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp019_e.pdf
1991,ATCM,16,ATCM XVI,wp,20,False,Draft recommendation. Facilitation of scientific research: SSSI: extension of designation,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp020_e.pdf
1991,ATCM,16,ATCM XVI,wp,21,False,Draft recommendation. Antarctic Protected Areas: Consideration of CCAMLR Ecosystem Monitoring Programme (CEMP) Sites as SSSI,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp021_e.pdf
1991,ATCM,16,ATCM XVI,wp,22,False,Proposed Specially Reserved Area and Multiple-Use Planning Area,ATCM 11,United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp022_e.pdf
1991,ATCM,16,ATCM XVI,wp,23,False,Examination of Recommendations,ATCM 7(c),China,https://documents.ats.aq/ATCM16/wp/ATCM16_wp023_e.pdf
1991,ATCM,16,ATCM XVI,wp,24,False,Operation of the Antarctic System: review of recommendations,ATCM 7(c),Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp024_e.pdf
1991,ATCM,16,ATCM XVI,wp,25,False,Siting of stations,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp025_e.pdf
1991,ATCM,16,ATCM XVI,wp,26,False,An Antarctic international computer network for data exchange,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp026_e.pdf
1991,ATCM,16,ATCM XVI,wp,27,False,International cooperation on common projects,ATCM 13,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp027_e.pdf
1991,ATCM,16,ATCM XVI,wp,28,False,Examination of recommendations,ATCM 7(c),Belgium,https://documents.ats.aq/ATCM16/wp/ATCM16_wp028_e.pdf
1991,ATCM,16,ATCM XVI,wp,29,False,Tourism and other activities in Antarctica,ATCM 14,Chile,https://documents.ats.aq/ATCM16/wp/ATCM16_wp029_e.pdf
1991,ATCM,16,ATCM XVI,wp,30,True,Draft recommendation: accessibility of Antarctic geophysical data,ATCM 7(b) | ATCM 7(d),United States,https://documents.ats.aq/ATCM16/wp/ATCM16_wp030_e.pdf
1991,ATCM,16,ATCM XVI,wp,31,False,"Draft Proposal for a [Schedule, Appendix] OD Inquiry to the Protocol on the Protection of the Antarctic Environment and dependent and Associated Ecosystems",ATCM 9,Netherlands,https://documents.ats.aq/ATCM16/wp/ATCM16_wp031_e.pdf
1991,ATCM,16,ATCM XVI,wp,32,False,Exchange of Information,ATCM 7(d),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp032_e.pdf
1991,ATCM,16,ATCM XVI,wp,33,False,Draft outline of the rules and procedures relating to liability for damage to the Antarctic environment and dependent and associated ecosystems,ATCM 6,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp033_e.pdf
1991,ATCM,16,ATCM XVI,wp,34,False,Japanese Proposal on Tourism and Non-Governmental Expedition,ATCM 14,Japan,https://documents.ats.aq/ATCM16/wp/ATCM16_wp034_e.pdf
1991,ATCM,16,ATCM XVI,wp,35,True,The Protected Area System in Antarctica,ATCM 11,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp035_e.pdf
1991,ATCM,16,ATCM XVI,wp,36,False,Operation of the Antarctic Treaty System: Examination of Recommendations,ATCM 7(c),Uruguay | China,https://documents.ats.aq/ATCM16/wp/ATCM16_wp036_e.pdf
1991,ATCM,16,ATCM XVI,wp,37,False,Tourist activities in Antarctica,ATCM 14,Italy,https://documents.ats.aq/ATCM16/wp/ATCM16_wp037_e.pdf
1991,ATCM,16,ATCM XVI,wp,38,False,Historical Site,ATCM 11,Chile | United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp038_e.pdf
1991,ATCM,16,ATCM XVI,wp,39,True,Historical Site,ATCM 11,Chile | Spain,https://documents.ats.aq/ATCM16/wp/ATCM16_wp039_e.pdf
1991,ATCM,16,ATCM XVI,wp,40,False,Historic Site,ATCM 11,Norway | Chile,https://documents.ats.aq/ATCM16/wp/ATCM16_wp040_e.pdf
1991,ATCM,16,ATCM XVI,wp,41,False,Draft Recommendation: Tourism and Non-Governmental Activities in the Antarctic Treaty Area,ATCM 14,Japan | Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp041_e.pdf
1991,ATCM,16,ATCM XVI,wp,42,False,Draft recommendation: Exchange of information,ATCM 7(d),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp042_e.pdf
1991,ATCM,16,ATCM XVI,wp,43,True,Draft Recommendation: Expanded Coverage of the Annual Report,ATCM 7(a),Argentina | Brazil | Chile | Ecuador | Peru | Uruguay,https://documents.ats.aq/ATCM16/wp/ATCM16_wp043_e.pdf
1991,ATCM,16,ATCM XVI,wp,44,False,Compilation of an atlas of topographic maps of Antarctic stations,ATCM 17,Russian Federation,https://documents.ats.aq/ATCM16/wp/ATCM16_wp044_e.pdf
1991,ATCM,16,ATCM XVI,wp,45,True,Proyecto de Recomendación: Systema de Zonas Antárticas Protegidas: Nuevos Sitios y Monumentos Históricos,ATCM 11,Chile | United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp045_s.pdf
1991,ATCM,16,ATCM XVI,wp,47,True,Declaration by Contracting Parties on the 30th Anniversary of the Entry into Force of the Antarctic Treaty,ATCM 20,Australia,https://documents.ats.aq/ATCM16/wp/ATCM16_wp047_e.pdf
1991,ATCM,16,ATCM XVI,wp,48,False,Draft Recommendation: 011 Tourism and Non-Governmental Activities in the Antarctic Treaty Area,ATCM 14,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp048_e.pdf
1991,ATCM,16,ATCM XVI,wp,49,False,Draft Recommendation,ATCM 11,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp049_e.pdf
1991,ATCM,16,ATCM XVI,wp,50,False,Draft Report of Working Group I,ATCM 7(a),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp050_e.pdf
1991,ATCM,16,ATCM XVI,wp,51,False,Draft Recommendation on the Antarctic Treaty Handbook,ATCM 7(a),Argentina,https://documents.ats.aq/ATCM16/wp/ATCM16_wp051_e.pdf
1991,ATCM,16,ATCM XVI,wp,52,False,Agenda for Next ATCM and Invitation of Experts,ATCM 7(a),United Kingdom,https://documents.ats.aq/ATCM16/wp/ATCM16_wp052_e.pdf
1991,ATCM,16,ATCM XVI,wp,53,True,Draft Report of Working Group 11,ATCM 7(a),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp053_e.pdf
1991,ATCM,16,ATCM XVI,wp,54,True,Recommendations and annexes of Working Group II,ATCM 11,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp054_e.pdf
1991,ATCM,16,ATCM XVI,wp,55,False,Recommendations of Working Group I,ATCM 7(a),Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp055_e.pdf
1991,ATCM,16,ATCM XVI,wp,56,False,Draft Final Report,ATCM 22,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp056_e.pdf
1991,ATCM,16,ATCM XVI,wp,57,False,Recommendations adopted at the XVIth ATCM,ATCM 11,Germany,https://documents.ats.aq/ATCM16/wp/ATCM16_wp057_e.pdf
1992,ATCM,17,ATCM XVII,wp,1,False,Regulation concerning tourism and non-governmental activites,ATCM 13,Chile | France | Germany | Italy | Spain,https://documents.ats.aq/ATCM17/wp/ATCM17_wp001_e.pdf
1992,ATCM,17,ATCM XVII,wp,2,False,The regulation of tourism and non-governmental activities in the Antarctic Treaty Area,ATCM 13,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp002_e.pdf
1992,ATCM,17,ATCM XVII,wp,3,False,A revised 'Code of Guidance for visitors to the Antarctic',ATCM 13,United Kingdom,https://documents.ats.aq/ATCM17/wp/ATCM17_wp003_e.pdf
1992,ATCM,17,ATCM XVII,wp,4,False,"Recommendations of the SCAR/IUCN Workshop on Antarctic Protected Areas, convened in Cambridge, UK, 29 June - 2 July 1992",ATCM 11,SCAR,https://documents.ats.aq/ATCM17/wp/ATCM17_wp004_e.pdf
1992,ATCM,17,ATCM XVII,wp,5,False,Proposal for an Antarctic data management system: report by the SCAR-COMNAP ad hoc Planning Group on Antarctic Data Management,ATCM 7,COMNAP | SCAR,https://documents.ats.aq/ATCM17/wp/ATCM17_wp005_e.pdf
1992,ATCM,17,ATCM XVII,wp,6,False,Antarctic tourism and the Environmental Protocol,ATCM 13,United States,https://documents.ats.aq/ATCM17/wp/ATCM17_wp006_e.pdf
1992,ATCM,17,ATCM XVII,wp,7,False,Antarctic Treaty Secretariat: possible modalities and their implications,ATCM 7,Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp007_e.pdf
1992,ATCM,17,ATCM XVII,wp,8,False,Liability for damage arising from activities taking place in the Antarctic Treaty Area,ATCM 6,Netherlands,https://documents.ats.aq/ATCM17/wp/ATCM17_wp008_e.pdf
1992,ATCM,17,ATCM XVII,wp,9,False,Commission on Antarctic Environmental Protection,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp009_e.pdf
1992,ATCM,17,ATCM XVII,wp,10,False,Committee for Environmental Protection: rules of procedure,ATCM 6,New Zealand,https://documents.ats.aq/ATCM17/wp/ATCM17_wp010_e.pdf
1992,ATCM,17,ATCM XVII,wp,11,False,Basic elements for an annex on the liability envisaged by the Antarctic Treaty Protocol,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp011_e.pdf
1992,ATCM,17,ATCM XVII,wp,12,False,Background information to draw up measures to avoid pollution of the Southern Ocean from Non-Antarctic Treaty Areas,ATCM 6,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp012_e.pdf
1992,ATCM,17,ATCM XVII,wp,13,False,Exchange of information,ATCM 7,Chile,https://documents.ats.aq/ATCM17/wp/ATCM17_wp013_e.pdf
1992,ATCM,17,ATCM XVII,wp,14,False,Draft recommendation on the conduct of tourism and non-governmental activity in the Antarctic Treaty Area,ATCM 13,Australia,https://documents.ats.aq/ATCM17/wp/ATCM17_wp014_e.pdf
1992,ATCM,17,ATCM XVII,wp,15,False,Examination of recommendations,ATCM 7,China,https://documents.ats.aq/ATCM17/wp/ATCM17_wp015_e.pdf
1992,ATCM,17,ATCM XVII,wp,16,False,Antarctic Treaty exchange of information under Article VII(5) for 1990-1991,ATCM 7,Korea (DPRK),https://documents.ats.aq/ATCM17/wp/ATCM17_wp016_e.pdf
1992,ATCM,17,ATCM XVII,wp,17,False,Issues relating to the exercise of jurisdiction in Antarctica,ATCM 18,Uruguay,https://documents.ats.aq/ATCM17/wp/ATCM17_wp017_e.pdf
